name,number,N,class_,class_sf,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,e,h,k
Adeona,145,5,Ch,Ch,0.0,0.006291,0.987987,0.0,0.0,0.0,0.0,3.2E-5,0.0,0.001597,0.0,0.0,0.004093,0.0,0.0,0.0,,1,
Lucina,146,2,Ch,Ch,0.0,0.002739,0.975655,0.0,0.0,1.0E-6,0.0,9.0E-6,0.0,0.018963,0.0,0.0,0.002633,0.0,0.0,0.0,,1,
Protogeneia,147,2,C,C,0.0,0.001687,0.716172,2.0E-6,0.0,0.0,0.0,0.027265,0.0,0.254522,0.0,0.0,3.52E-4,0.0,0.0,0.0,,0,
Gallia,148,3,S,S,8.0E-6,0.0,6.5E-5,0.0,0.0,4.0E-6,3.2E-5,7.1E-5,0.0,0.0,2.42E-4,0.016401,0.979426,0.003751,0.0,0.0,,,
Medusa,149,1,S,S,1.0E-6,0.0,2.0E-6,0.0,0.0,7.21E-4,0.067392,0.001637,0.0,2.0E-6,2.0E-6,0.0,0.930243,0.0,0.0,0.0,,,
Nuwa,150,2,C,C,0.0,0.006649,0.944641,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.041303,0.0,0.0,0.007405,0.0,0.0,0.0,,0,
Abundantia,151,1,S,S,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999989,1.0E-5,0.0,0.0,,,
Atala,152,2,S,S,4.0E-6,0.0,1.0E-5,0.0,2.0E-6,2.37E-4,7.0E-6,0.011953,0.0,1.5E-5,9.0E-6,0.0,0.987737,2.8E-5,0.0,0.0,,,
Hilda,153,4,P,P,0.0,6.78E-4,0.146455,1.7E-5,0.0,0.002669,0.0,0.024026,0.0,0.824118,0.0,0.0,0.002036,0.0,0.0,0.0,0,0,
Bertha,154,2,Ch,Ch,0.0,0.006979,0.905664,0.0,0.0,3.13E-4,0.0,8.7E-5,0.0,0.057898,0.0,0.0,0.029059,0.0,0.0,0.0,,1,
Xanthippe,156,4,Ch,Ch,0.0,0.007484,0.87582,0.0,0.0,0.006958,3.1E-5,0.004402,0.0,0.10311,0.0,0.0,0.002194,0.0,0.0,0.0,,1,
Dejanira,157,1,Ch,Ch,0.0,0.004629,0.690739,0.0,0.0,0.0,0.0,0.139907,0.0,0.102259,0.0,0.0,0.062466,0.0,0.0,0.0,,1,
Koronis,158,3,S,S,0.0,0.0,4.5E-5,0.0,8.34E-4,3.3E-5,4.84E-4,2.52E-4,0.0,0.0,3.5E-5,0.001015,0.997301,0.0,0.0,0.0,,,
Aemilia,159,1,Ch,Ch,0.0,0.004331,0.995665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.0,0.0,,1,
Una,160,2,P,P,0.0,7.2E-5,0.296962,0.0,0.0,0.0,0.0,2.8E-5,0.0,0.701585,0.0,0.0,0.001353,0.0,0.0,0.0,0,0,
Athor,161,2,Mk,M,0.226984,4.3E-5,5.75E-4,7.0E-6,4.0E-6,0.274462,0.0,0.470337,0.0,1.41E-4,0.0,0.0,0.027431,3.0E-6,0.0,1.5E-5,0,,1
Laurentia,162,1,Ch,Ch,0.0,0.019072,0.98057,0.0,0.0,1.39E-4,0.0,2.2E-5,0.0,1.95E-4,0.0,0.0,2.0E-6,0.0,0.0,0.0,,1,
Erigone,163,2,Ch,Ch,0.0,4.73E-4,0.019276,1.94E-4,0.0,0.0,0.0,0.001618,0.0,0.976995,0.0,0.0,0.001443,0.0,0.0,0.0,,1,
Eva,164,3,C,C,0.0,5.91E-4,0.697134,0.0,0.0,1.1E-5,0.0,1.5E-5,0.0,0.292801,0.0,0.0,0.009447,0.0,0.0,0.0,0,0,
Loreley,165,1,C,C,0.0,0.066997,0.932975,0.0,0.0,8.0E-6,2.0E-6,1.3E-5,0.0,0.0,6.0E-6,0.0,0.0,0.0,0.0,0.0,,0,
Rhodope,166,2,P,P,0.0,8.0E-6,0.013896,6.0E-6,0.0,2.5E-5,0.0,0.09985,0.0,0.879498,0.0,0.0,0.006716,0.0,0.0,0.0,0,0,
Urda,167,2,S,S,0.0,0.0,5.21E-4,0.0,0.0,0.0,0.001607,1.3E-5,0.0,0.0,0.082638,0.0,0.91522,0.0,0.0,0.0,,,
Sibylla,168,2,Ch,Ch,0.0,0.003047,0.956379,0.0,0.0,2.0E-6,0.0,1.3E-5,0.0,0.026491,0.0,0.0,0.014068,0.0,0.0,0.0,,1,
Zelia,169,3,S,S,4.0E-6,0.0,1.07E-4,0.0,8.0E-6,1.0E-6,0.143721,0.060195,0.0,7.1E-5,0.106873,0.0,0.686777,0.002241,0.0,0.0,,,
Maria,170,3,S,S,0.0,0.0,1.5E-5,0.0,0.0,0.0,2.93E-4,0.0,0.0,0.0,3.03E-4,1.0E-6,0.999308,8.0E-5,0.0,0.0,,,
Ophelia,171,2,C,C,2.0E-6,0.002563,0.798741,7.0E-6,0.0,0.0,0.0,2.32E-4,0.0,0.047156,0.0,0.0,0.027183,0.0,0.124118,0.0,,0,
Baucis,172,1,L,L,1.3E-5,0.0,0.0,1.0E-6,0.0,0.0,0.95492,0.007878,0.0,4.0E-6,0.0,0.0,0.037169,1.6E-5,0.0,0.0,,,
Ino,173,4,P,P,0.0,0.015841,0.24218,0.0,0.0,0.015974,6.0E-6,0.046642,0.0,0.6742,0.0,0.0,0.005157,0.0,0.0,0.0,0,0,
Phaedra,174,1,S,S,0.0,0.0,4.4E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97E-4,3.0E-6,0.999655,1.0E-6,0.0,0.0,,,
Andromache,175,1,C,C,0.0,0.004245,0.917026,0.0,0.0,0.0,0.0,1.84E-4,0.0,0.065668,0.0,0.0,0.012877,0.0,0.0,0.0,,0,
Iduna,176,3,Ch,Ch,7.8E-5,0.004025,0.555935,4.1E-4,0.0,0.0,0.0,0.039274,0.0,0.293084,1.0E-6,0.0,0.107194,0.0,0.0,0.0,,1,
Irma,177,2,Ch,Ch,4.18E-4,0.007501,0.430251,7.0E-5,0.0,3.4E-5,0.0,4.52E-4,0.0,0.546632,0.0,0.0,0.014639,0.0,0.0,0.0,0,1,
Belisana,178,1,S,S,5.0E-6,0.0,5.8E-5,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,1.43E-4,6.69E-4,0.998656,4.67E-4,0.0,0.0,,,
Klytaemnestra,179,2,S,S,0.0,0.0,5.81E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029863,0.0,0.969552,5.0E-6,0.0,0.0,,,
Garumna,180,3,S,S,0.0,0.0,0.002133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014046,4.3E-5,0.983756,2.1E-5,0.0,0.0,,,
Eucharis,181,2,P,P,0.0,9.39E-4,0.013609,0.0,0.0,0.244084,0.254188,0.064309,0.0,0.402703,1.0E-6,0.0,0.020167,0.0,0.0,0.0,,0,
Elsa,182,1,S,S,0.0,0.0,2.2E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019792,0.0,0.979986,2.0E-6,0.0,0.0,,,
Istria,183,2,S,S,1.0E-6,0.0,4.64E-4,0.0,0.0,1.46E-4,0.0,1.69E-4,0.0,0.0,0.057099,3.0E-6,0.942006,1.12E-4,0.0,0.0,,,
Dejopeja,184,2,Mk,M,1.0E-6,0.0,6.0E-6,1.22E-4,0.0,1.49E-4,0.0,0.702985,0.0,0.295561,0.0,0.0,0.001176,0.0,0.0,0.0,0,0,1
Eunike,185,1,C,C,0.0,0.002447,0.940203,0.0,0.0,0.0,0.0,1.82E-4,0.0,0.024364,0.0,0.0,0.032804,0.0,0.0,0.0,,0,
Celuta,186,2,S,S,0.0,0.0,1.0E-6,0.0,1.0E-6,0.37633,0.0,0.038878,0.0,6.4E-5,2.0E-6,0.0,0.584722,0.0,0.0,0.0,,,
Lamberta,187,2,Ch,Ch,0.0,0.00253,0.528939,0.0,0.0,0.0,0.0,3.66E-4,0.0,0.462383,0.0,0.0,0.005781,0.0,0.0,0.0,,1,
Menippe,188,1,S,S,0.0,0.0,4.0E-6,0.0,0.0,0.0,1.73E-4,0.0,0.0,0.0,2.0E-6,0.0,0.99982,0.0,0.0,0.0,,,
Phthia,189,1,S,S,0.0,0.0,4.36E-4,0.0,0.0,0.0,0.007385,3.0E-6,0.0,0.0,5.4E-5,2.0E-6,0.989629,0.00249,0.0,0.0,,,
Ismene,190,4,Pe,P,0.0,5.12E-4,0.154604,1.0E-6,0.0,0.0,0.0,0.006835,0.0,0.836286,0.0,0.0,0.001761,0.0,0.0,0.0,1,0,
Kolga,191,2,C,C,0.0,6.78E-4,0.665967,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.333162,0.0,0.0,1.87E-4,0.0,0.0,0.0,0,0,
Nausikaa,192,2,S,S,1.0E-5,0.0,0.0,0.0,0.0,1.0E-6,0.0,4.0E-6,0.0,0.0,0.0,0.0,0.999984,0.0,0.0,0.0,,,
Ambrosia,193,1,S,S,0.0,0.0,7.19E-4,0.0,0.0,0.012814,0.0,0.058476,0.0,0.0,0.113121,0.0,0.814868,2.0E-6,0.0,0.0,,,
Prokne,194,3,Ch,Ch,0.0,0.004572,0.368029,0.0,0.0,8.48E-4,0.0,6.0E-5,0.0,0.62283,0.0,0.0,0.003662,0.0,0.0,0.0,,1,
Eurykleia,195,1,Ch,Ch,0.0,0.003069,0.281647,0.0,0.0,0.0,0.0,3.17E-4,0.0,0.714799,0.0,0.0,1.69E-4,0.0,0.0,0.0,0,1,
Philomela,196,2,S,S,0.0,0.0,1.1E-5,0.0,0.0,7.3E-4,0.031666,0.002439,0.0,3.0E-6,6.34E-4,1.0E-5,0.964504,1.0E-6,0.0,0.0,,,
Arete,197,1,S,S,0.0,0.0,0.001017,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.0,0.032105,0.0,0.962786,0.00409,0.0,0.0,,,
Ampella,198,1,S,S,0.0,0.0,0.002461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07106,0.0,0.926474,4.0E-6,0.0,0.0,,,
Byblis,199,2,D,D,0.0,4.0E-6,3.7E-5,0.500718,0.0,0.016239,3.51E-4,0.446353,0.0,0.008746,0.0,0.0,0.02755,0.0,0.0,0.0,,,
Dynamene,200,2,Ch,Ch,0.0,0.006433,0.556681,0.0,0.0,4.03E-4,0.0,4.1E-5,0.0,0.436399,1.0E-6,0.0,4.4E-5,0.0,0.0,0.0,,1,
Penelope,201,4,Mk,M,0.0,6.0E-6,9.36E-4,2.8E-5,0.0,0.014802,2.75E-4,0.546872,0.0,0.431472,0.0,0.0,0.00561,0.0,0.0,0.0,0,0,1
Pompeja,203,1,Z,Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Kallisto,204,1,S,S,1.8E-5,0.0,5.0E-6,0.0,0.0,0.002109,3.0E-6,0.003774,0.0,6.0E-6,1.0E-6,0.0,0.994083,0.0,0.0,0.0,,,
Martha,205,3,Ch,Ch,0.0,0.001838,0.921003,0.0,0.0,8.0E-6,0.0,9.0E-6,0.0,0.071638,0.0,0.0,0.005504,0.0,0.0,0.0,,1,
Hersilia,206,2,A,A,0.474935,6.81E-4,0.444176,0.0,0.0,0.0,0.0,2.4E-5,0.0,0.058524,0.0,0.0,0.021655,0.0,0.0,5.0E-6,,0,
Hedda,207,2,Ch,Ch,0.0,5.5E-5,0.997356,0.0,0.0,1.0E-6,0.0,1.81E-4,0.0,0.0,0.0,0.0,0.002405,0.0,0.0,0.0,,1,
Lacrimosa,208,1,S,S,0.0,0.0,1.19E-4,0.0,0.0,6.0E-6,0.0,0.0,0.0,0.0,3.45E-4,0.0,0.99953,0.0,0.0,0.0,,,
Dido,209,2,P,P,0.0,9.74E-4,0.187676,0.0,0.0,0.0,0.0,7.4E-5,0.0,0.807388,0.0,0.0,0.003888,0.0,0.0,0.0,0,0,
Isabella,210,1,C,C,0.0,0.031154,0.966681,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.002123,0.0,0.0,3.3E-5,0.0,0.0,0.0,,0,
Isolda,211,1,Ch,Ch,0.0,8.0E-6,0.994518,0.0,0.0,2.0E-6,0.0,0.0,0.0,9.0E-6,0.0,0.0,0.005463,0.0,0.0,0.0,,1,
Medea,212,1,C,C,0.0,0.007858,0.852044,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.139649,0.0,0.0,4.47E-4,0.0,0.0,0.0,,,
Lilaea,213,4,C,C,0.0,0.470877,0.525752,0.0,0.0,7.81E-4,4.6E-5,0.002491,0.0,4.4E-5,7.0E-6,0.0,1.0E-6,0.0,0.0,0.0,,0,
Aschera,214,4,Ek,E,0.0,0.0,6.07E-4,0.0,0.741889,0.100587,0.053232,0.01258,0.0,8.0E-6,0.015627,0.0,0.075466,3.0E-6,0.0,0.0,,,1
Kleopatra,216,5,Mek,M,1.0E-6,0.0,0.0,0.01058,3.0E-6,0.003553,5.0E-6,0.966667,0.0,0.017896,0.0,0.0,0.001294,0.0,0.0,0.0,1,,1
Eudora,217,1,P,P,0.0,2.6E-5,5.0E-6,0.0,0.0,0.0,0.0,7.95E-4,0.0,0.999174,0.0,0.0,0.0,0.0,0.0,0.0,,0,
Bianca,218,1,S,S,0.0,0.0,2.0E-6,0.0,1.0E-6,0.155793,0.0,0.025921,0.0,4.3E-5,2.0E-6,0.0,0.818237,0.0,0.0,0.0,,,
Thusnelda,219,1,S,S,2.57E-4,0.0,0.0,0.0,0.284298,0.0,0.272679,2.7E-5,0.0,0.0,0.0,0.0,0.442736,3.0E-6,0.0,0.0,,,
Stephania,220,1,Ch,Ch,0.0,0.001639,0.599443,0.0,0.0,1.2E-4,0.0,5.05E-4,0.0,0.376658,0.0,0.0,0.021635,0.0,0.0,0.0,,1,
Eos,221,3,K,K,0.0,0.00147,7.95E-4,0.0,0.0,0.877273,1.2E-5,0.086988,0.0,8.83E-4,3.0E-6,0.0,0.032575,0.0,0.0,0.0,,,
Rosa,223,1,P,P,2.55E-4,5.0E-6,0.0,0.056183,0.0,0.0,0.0,3.6E-5,0.0,0.840155,0.0,0.0,0.083179,0.0,0.0,0.020187,,0,
Oceana,224,2,Me,M,0.0,0.0,1.5E-5,3.0E-6,2.4E-5,0.016473,0.002977,0.918227,0.0,0.061888,0.0,0.0,3.93E-4,0.0,0.0,0.0,1,,0
Henrietta,225,2,Ch,Ch,0.0,0.191877,0.804357,0.0,0.0,0.003292,5.0E-6,3.52E-4,0.0,6.1E-5,5.6E-5,0.0,1.0E-6,0.0,0.0,0.0,,1,
Weringia,226,2,S,S,0.0,0.0,2.41E-4,0.0,0.0,5.7E-4,0.0,0.004998,0.0,0.0,0.02274,0.0,0.971449,3.0E-6,0.0,0.0,,,
Philosophia,227,1,Ch,Ch,0.0,9.4E-5,0.044863,0.0,0.0,3.5E-5,0.0,1.0E-5,0.0,0.954929,0.0,0.0,6.9E-5,0.0,0.0,0.0,,1,
Agathe,228,1,S,S,6.65E-4,0.0,9.0E-6,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,3.8E-5,1.0E-6,0.999187,9.8E-5,0.0,0.0,,,
Adelinda,229,2,P,P,0.0,0.002181,0.201582,0.001286,0.0,0.0,0.0,7.0E-5,0.0,0.791802,0.0,0.0,0.003077,0.0,0.0,0.0,0,0,
Athamantis,230,2,S,S,1.0E-6,0.0,2.0E-6,0.0,0.0,5.76E-4,0.239501,0.343528,0.0,0.0019,0.0,0.0,0.414492,0.0,0.0,0.0,0,,1
Vindobona,231,1,P,P,0.0,2.24E-4,0.033906,3.0E-6,0.0,0.0,0.0,9.0E-6,0.0,0.965842,0.0,0.0,1.7E-5,0.0,0.0,0.0,,0,
Asterope,233,3,M,M,1.0E-6,1.6E-5,1.0E-6,5.0E-6,0.0,0.004934,0.0,0.500031,0.0,0.494556,0.0,0.0,4.55E-4,0.0,0.0,0.0,0,0,0
Barbara,234,3,L,L,9.0E-6,0.0,1.0E-6,0.0,0.0,7.0E-6,0.626301,0.038996,0.0,5.9E-5,4.0E-6,0.0,0.334623,0.0,0.0,0.0,,,
Carolina,235,1,S,S,0.0,0.0,0.0,0.0,0.0,2.0E-6,0.022082,0.00766,0.0,5.17E-4,0.0,0.0,0.969738,0.0,0.0,0.0,,,
Honoria,236,1,M,M,0.0,0.0,0.0,0.0,0.0,0.040817,0.024567,0.867697,0.0,0.059369,0.0,0.0,0.00755,0.0,0.0,0.0,0,,0
Coelestina,237,4,S,S,0.0,0.0,1.21E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08E-4,2.45E-4,0.999174,3.51E-4,0.0,0.0,,,
Hypatia,238,2,Ch,Ch,0.0,0.005224,0.580476,0.0,0.0,0.0,0.0,1.74E-4,0.0,0.411066,0.0,0.0,0.00306,0.0,0.0,0.0,0,1,
Adrastea,239,1,P,P,0.0,0.0,3.7E-4,0.001337,0.0,0.002906,7.3E-5,0.225233,0.0,0.767547,0.0,0.0,0.002533,1.0E-6,0.0,0.0,,0,
Vanadis,240,2,Ch,Ch,0.0,8.26E-4,0.21459,2.45E-4,0.0,0.011144,7.0E-6,0.018322,0.0,0.75483,8.0E-6,0.0,2.7E-5,0.0,0.0,0.0,0,1,
Germania,241,2,Ch,Ch,0.0,0.005119,0.529131,1.0E-6,0.0,0.0,0.0,2.03E-4,0.0,0.462652,0.0,0.0,0.002896,0.0,0.0,0.0,0,1,
Kriemhild,242,1,S,S,0.008507,0.0,0.0,0.0,1.0E-6,1.0E-6,0.0,0.32954,0.0,9.93E-4,0.0,0.0,0.660955,1.0E-6,0.0,2.0E-6,,,
Ida,243,2,S,S,0.0,0.0,7.7E-5,0.0,0.0,2.2E-5,1.0E-6,1.83E-4,0.0,2.8E-5,6.0E-6,2.0E-6,0.999681,1.0E-6,0.0,0.0,,,
Sita,244,3,S,S,2.0E-5,0.0,0.0,0.0,0.0,1.1E-5,0.0,6.0E-6,0.0,0.0,0.0,0.0,0.999962,1.0E-6,0.0,0.0,,,
Vera,245,2,S,S,1.0E-6,0.0,1.0E-6,0.0,0.0,0.00184,0.0,2.24E-4,0.0,0.0,0.006676,4.5E-5,0.991213,0.0,0.0,0.0,,,
Asporina,246,3,A,A,0.975739,0.0,0.0,0.0,0.0,0.0,0.0,1.6E-5,0.0,0.0,0.0,0.0,0.024246,0.0,0.0,0.0,,,
Eukrate,247,1,P,P,0.0,0.001325,1.85E-4,0.0,0.0,0.0,0.0,8.09E-4,0.0,0.997494,0.0,0.0,1.88E-4,0.0,0.0,0.0,0,0,
Lameia,248,2,Ch,Ch,0.0,0.020084,0.645388,0.026214,0.0,8.12E-4,9.0E-6,0.003292,0.0,0.294976,0.0,0.0,0.00921,0.0,0.0,1.5E-5,,1,
Ilse,249,1,Ch,Ch,0.0,0.002375,0.957627,0.0,0.0,1.23E-4,0.0,2.5E-5,0.0,0.007127,2.0E-6,0.0,0.03272,0.0,0.0,0.0,,1,
Bettina,250,3,Mk,M,1.0E-6,0.0,1.0E-6,0.039394,0.0,6.73E-4,0.0,0.943544,0.0,0.012254,0.0,0.0,0.004133,0.0,0.0,0.0,0,,1
Sophia,251,1,S,S,0.0,0.0,2.92E-4,0.0,1.6E-5,0.0,0.04273,0.05132,0.0,3.5E-5,1.48E-4,0.0,0.905296,1.62E-4,0.0,0.0,,,
Clementina,252,1,Ch,Ch,0.0,0.001295,0.152666,0.0,0.0,0.0,0.0,2.04E-4,0.0,0.845638,0.0,0.0,1.96E-4,0.0,0.0,0.0,,1,
Mathilde,253,1,B,B,0.0,0.845243,0.154654,0.0,0.0,0.0,0.0,4.0E-6,0.0,9.9E-5,1.0E-6,0.0,0.0,0.0,0.0,0.0,,0,
Augusta,254,1,S,S,0.0,0.0,9.9E-5,0.0,0.0,6.0E-6,0.006347,5.43E-4,0.0,1.0E-6,1.65E-4,0.0,0.992776,6.4E-5,0.0,0.0,,,
Oppavia,255,1,Ch,Ch,0.0,3.38E-4,0.761582,0.0,0.0,0.061956,8.4E-5,0.175964,0.0,0.0,1.0E-6,0.0,7.4E-5,0.0,0.0,0.0,,1,
Walpurga,256,1,P,P,0.0,6.9E-5,8.64E-4,1.0E-4,0.0,1.6E-5,0.0,2.47E-4,0.0,0.998703,0.0,0.0,1.0E-6,0.0,0.0,0.0,,0,
Silesia,257,1,Ch,Ch,0.0,0.021238,0.978455,0.0,0.0,1.9E-5,0.0,7.0E-6,0.0,2.78E-4,1.0E-6,0.0,2.0E-6,0.0,0.0,0.0,,1,
Tyche,258,3,S,S,0.0,0.0,3.06E-4,0.0,0.0,1.0E-6,0.00127,2.0E-6,0.0,0.0,0.041871,0.0,0.956546,5.0E-6,0.0,0.0,,,
Aletheia,259,3,C,C,0.0,0.001125,0.552809,4.0E-6,0.0,1.29E-4,3.0E-6,0.007139,0.0,0.420841,0.0,0.0,0.017949,0.0,0.0,0.0,,0,
Huberta,260,1,P,P,0.0,1.3E-5,5.0E-6,0.0,0.0,0.0,0.0,1.77E-4,0.0,0.999804,0.0,0.0,0.0,0.0,0.0,0.0,,0,
Prymno,261,2,Mk,M,6.0E-6,1.0E-6,5.16E-4,0.103837,0.0,9.35E-4,0.0,0.664449,0.0,0.208242,0.0,0.0,0.022013,0.0,0.0,0.0,0,,1
Dresda,263,1,S,S,0.0,0.0,3.71E-4,0.0,0.0,8.0E-6,1.0E-6,5.5E-5,0.0,0.0,0.009422,0.0,0.98998,1.64E-4,0.0,0.0,,,
Libussa,264,2,S,S,0.0,0.0,2.7E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0E-6,8.0E-6,0.999956,1.0E-6,0.0,0.0,,,
Anna,265,1,P,P,0.0,2.62E-4,0.112902,1.3E-5,0.0,3.0E-6,0.0,1.87E-4,0.0,0.886393,0.0,0.0,2.41E-4,0.0,0.0,0.0,,0,
Aline,266,3,Ch,Ch,0.0,0.018239,0.853227,0.0,0.0,5.0E-6,2.0E-6,6.9E-5,0.0,0.120629,0.0,0.0,0.007831,0.0,0.0,0.0,,1,
Tirza,267,2,D,D,0.0,0.0,0.0,0.976226,0.0,0.0,0.0,1.48E-4,0.0,0.011135,0.0,0.0,0.001291,0.0,0.0,0.0112,,,
Adorea,268,3,S,S,0.0,2.63E-4,0.03416,3.0E-5,0.0,0.0,0.0,5.8E-5,0.0,0.338514,0.0,0.0,0.626975,0.0,0.0,0.0,0,0,
Justitia,269,2,Z,Z,2.79E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36E-4,0.0,0.0,0.999184,,,
Anahita,270,1,S,S,3.0E-6,0.0,8.2E-5,0.0,0.0,7.5E-5,4.6E-5,8.58E-4,0.0,1.0E-6,6.7E-5,0.0,0.998362,5.05E-4,0.0,0.0,,,
Penthesilea,271,1,Ch,Ch,0.0,8.47E-4,0.072751,0.0,0.0,0.0,0.0,3.2E-5,0.0,0.926321,0.0,0.0,5.0E-5,0.0,0.0,0.0,,1,
Antonia,272,1,S,S,0.004392,0.0,0.0,2.8E-5,0.0,0.0,0.0,0.15245,0.0,0.034684,0.0,0.0,0.799569,3.0E-6,0.0,0.008875,,,
Atropos,273,1,Mk,M,0.0,0.0,3.0E-6,0.0,0.0,3.2E-5,0.0,0.827234,0.0,0.172685,0.0,0.0,4.6E-5,0.0,0.0,0.0,,,1
Philagoria,274,1,S,S,0.008018,0.0,0.0,0.0,0.0,0.001126,1.0E-6,0.009596,0.0,9.0E-6,0.0,0.0,0.981205,4.3E-5,0.0,0.0,,,
Sapientia,275,1,C,C,0.0,0.001419,0.917268,0.0,0.0,0.0,0.0,1.5E-5,0.0,0.03317,1.0E-6,0.0,0.048127,0.0,0.0,0.0,,0,
Adelheid,276,1,P,P,0.0,7.46E-4,0.061481,1.6E-4,0.0,1.8E-5,0.0,2.26E-4,0.0,0.937336,0.0,0.0,3.3E-5,0.0,0.0,0.0,,,
Paulina,278,1,S,S,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.999996,0.0,0.0,0.0,,,
Thule,279,1,Z,Z,0.0,0.0,0.0,4.48E-4,0.0,0.0,0.0,5.0E-6,0.0,0.006058,0.0,0.0,0.011541,0.0,0.0,0.981948,,,
Lucretia,281,1,S,S,0.112021,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2E-5,0.0,0.886889,0.001076,0.0,0.0,,,
Clorinde,282,1,P,P,0.444231,0.0,1.0E-6,7.6E-5,0.0,0.0,0.0,1.4E-5,0.0,0.509472,0.0,0.0,0.045859,3.0E-6,0.0,3.44E-4,0,0,
Emma,283,2,C,C,0.0,0.127753,0.700089,0.0,0.0,0.0,0.0,0.0,0.0,0.171246,0.0,0.0,9.11E-4,0.0,0.0,0.0,,0,
Amalia,284,1,Ch,Ch,0.0,1.9E-5,0.159266,2.0E-6,0.0,0.0,0.0,3.06E-4,0.0,0.840398,0.0,0.0,8.0E-6,0.0,0.0,0.0,,1,
Iclea,286,2,Ch,Ch,0.0,0.005178,0.939072,0.0,0.0,0.003394,1.0E-6,0.003168,0.0,0.044565,1.0E-6,0.0,0.00462,0.0,0.0,0.0,,1,
Nephthys,287,1,S,S,0.0,0.0,7.0E-6,0.0,0.0,0.0,0.042463,0.001043,0.0,2.0E-6,1.0E-6,0.0,0.956484,1.0E-6,0.0,0.0,,,
Glauke,288,2,S,S,0.0,0.0,4.6E-5,0.0,0.0,0.0,3.7E-5,0.0,0.0,0.0,0.005458,0.0,0.994456,1.0E-6,0.0,0.0,,,
Nenetta,289,4,A,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bruna,290,1,S,S,0.0,0.0,1.18E-4,0.0,0.0,0.0,0.001125,0.0,0.0,0.0,4.1E-5,0.0,0.998483,2.32E-4,0.0,0.0,,,
Alice,291,1,S,S,0.0,0.0,4.8E-5,0.0,0.0,3.1E-5,0.0,0.0,0.0,0.0,0.010701,0.004461,0.984754,5.0E-6,0.0,0.0,,,
Ludovica,292,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99995,5.0E-5,0.0,0.0,,,
Brasilia,293,2,Ch,Ch,0.0,9.7E-4,0.545923,2.0E-6,0.0,2.0E-6,0.0,2.8E-5,0.0,0.452941,0.0,0.0,1.32E-4,0.0,0.0,0.0,,1,
Felicia,294,1,C,C,0.0,0.171813,0.827895,0.0,0.0,1.9E-4,6.0E-6,8.3E-5,0.0,1.0E-6,1.2E-5,0.0,0.0,1.0E-6,0.0,0.0,,,
Theresia,295,1,S,S,3.0E-6,0.0,0.0,0.0,0.0,2.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.999994,0.0,0.0,0.0,,,
Caecilia,297,1,M,M,0.0,0.0,0.0,0.0,3.23E-4,0.0,0.239567,0.706611,0.0,2.56E-4,0.0,0.0,0.053242,0.0,0.0,0.0,,,
Baptistina,298,2,Mk,M,1.5E-5,2.0E-6,3.17E-4,0.0,0.0,0.424332,0.0,0.512342,0.0,0.015885,4.2E-5,0.0,0.047061,0.0,0.0,5.0E-6,,,1
Bavaria,301,1,Ch,Ch,0.0,2.25E-4,0.999277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97E-4,0.0,0.0,0.0,,1,
Clarissa,302,1,C,C,0.0,0.264366,0.720665,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.014877,0.0,0.0,9.0E-5,0.0,0.0,0.0,,0,
